Release,Perf,Quantile,Value
PyAF-2.0,L1,100,11455230.4973
PyAF-2.0,L2,0,0.0078
PyAF-2.0,L2,10,1.6436
PyAF-2.0,L2,20,5.6123
PyAF-2.0,L2,30,12.3264
PyAF-2.0,L2,40,22.3072
PyAF-2.0,L2,50,48.7633
PyAF-2.0,L2,60,142.1714
PyAF-2.0,L2,70,399.7456
PyAF-2.0,L2,80,1399.9409
PyAF-2.0,L2,90,4713.544
PyAF-2.0,L2,100,12504288.2111
PyAF-2.0,MAPE,0,0.0002
PyAF-2.0,MAPE,10,0.0315
PyAF-2.0,MAPE,20,0.0536
PyAF-2.0,MAPE,30,0.0758
PyAF-2.0,MAPE,40,0.1026
PyAF-2.0,MAPE,50,0.1319
PyAF-2.0,MAPE,60,0.1661
PyAF-2.0,MAPE,70,0.2071
PyAF-2.0,MAPE,80,0.2754
PyAF-2.0,MAPE,90,0.4256
PyAF-2.0,MAPE,100,100592215.1119
PyAF-2.0,SMAPE,0,0.0002
PyAF-2.0,SMAPE,10,0.0317
PyAF-2.0,SMAPE,20,0.0538
PyAF-2.0,SMAPE,30,0.0762
PyAF-2.0,SMAPE,40,0.1016
PyAF-2.0,SMAPE,50,0.1318
PyAF-2.0,SMAPE,60,0.1645
PyAF-2.0,SMAPE,70,0.2021
PyAF-2.0,SMAPE,80,0.2628
PyAF-2.0,SMAPE,90,0.4
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,2.36
PyAF-2.0,TrainingTime,10,3.67
PyAF-2.0,TrainingTime,20,3.94
PyAF-2.0,TrainingTime,30,4.2
PyAF-2.0,TrainingTime,40,4.5
PyAF-2.0,TrainingTime,50,4.69
PyAF-2.0,TrainingTime,60,4.96
PyAF-2.0,TrainingTime,70,5.1
PyAF-2.0,TrainingTime,80,5.35
PyAF-2.0,TrainingTime,90,5.76
PyAF-2.0,TrainingTime,100,6.58
PyAF-3.0,L1,0,0.005
PyAF-3.0,L1,10,1.4549
PyAF-3.0,L1,20,4.6146
PyAF-3.0,L1,30,10.4551
PyAF-3.0,L1,40,18.0091
PyAF-3.0,L1,50,43.1953
PyAF-3.0,L1,60,118.8281
PyAF-3.0,L1,70,340.5223
PyAF-3.0,L1,80,1205.987
PyAF-3.0,L1,90,4194.1794
PyAF-3.0,L1,100,11455230.4973
PyAF-3.0,L2,0,0.0078
PyAF-3.0,L2,10,1.6436
PyAF-3.0,L2,20,5.6123
PyAF-3.0,L2,30,12.3264
PyAF-3.0,L2,40,22.3072
PyAF-3.0,L2,50,48.7633
PyAF-3.0,L2,60,142.1714
PyAF-3.0,L2,70,399.7456
PyAF-3.0,L2,80,1399.9409
PyAF-3.0,L2,90,4713.544
PyAF-3.0,L2,100,12504288.2111
PyAF-3.0,MAPE,0,0.0002
PyAF-3.0,MAPE,10,0.0315
PyAF-3.0,MAPE,20,0.0536
PyAF-3.0,MAPE,30,0.0758
PyAF-3.0,MAPE,40,0.1026
PyAF-3.0,MAPE,50,0.1319
PyAF-3.0,MAPE,60,0.1661
PyAF-3.0,MAPE,70,0.2071
PyAF-3.0,MAPE,80,0.2754
PyAF-3.0,MAPE,90,0.4256
PyAF-3.0,MAPE,100,100592215.1119
PyAF-3.0,SMAPE,0,0.0002
PyAF-3.0,SMAPE,10,0.0317
PyAF-3.0,SMAPE,20,0.0538
PyAF-3.0,SMAPE,30,0.0762
PyAF-3.0,SMAPE,40,0.1016
PyAF-3.0,SMAPE,50,0.1318
PyAF-3.0,SMAPE,60,0.1645
PyAF-3.0,SMAPE,70,0.2021
PyAF-3.0,SMAPE,80,0.2628
PyAF-3.0,SMAPE,90,0.4
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,2.36
PyAF-3.0,TrainingTime,10,3.67
PyAF-3.0,TrainingTime,20,3.94
PyAF-3.0,TrainingTime,30,4.2
PyAF-3.0,TrainingTime,40,4.5
PyAF-3.0,TrainingTime,50,4.69
PyAF-3.0,TrainingTime,60,4.96
PyAF-3.0,TrainingTime,70,5.1
PyAF-3.0,TrainingTime,80,5.35
PyAF-3.0,TrainingTime,90,5.76
PyAF-3.0,TrainingTime,100,6.58
PyAF-4.0,L1,0,0.005
PyAF-4.0,L1,10,1.1916
PyAF-4.0,L1,20,4.805
PyAF-4.0,L1,30,10.6111
PyAF-4.0,L1,40,19.375
PyAF-4.0,L1,50,41.1059
PyAF-4.0,L1,60,123.3869
PyAF-4.0,L1,70,336.8216
PyAF-4.0,L1,80,1031.02
PyAF-4.0,L1,90,4403.1531
PyAF-4.0,L1,100,11269413.5107
PyAF-4.0,L2,0,0.0078
PyAF-4.0,L2,10,1.4892
PyAF-4.0,L2,20,5.9352
PyAF-4.0,L2,30,12.7469
PyAF-4.0,L2,40,22.4595
PyAF-4.0,L2,50,49.2521
PyAF-4.0,L2,60,145.6806
PyAF-4.0,L2,70,407.6782
PyAF-4.0,L2,80,1224.069
PyAF-4.0,L2,90,5023.0547
PyAF-4.0,L2,100,12300283.721
PyAF-4.0,MAPE,0,0.0053
PyAF-4.0,MAPE,10,0.0334
PyAF-4.0,MAPE,20,0.0581
PyAF-4.0,MAPE,30,0.0774
PyAF-4.0,MAPE,40,0.0999
PyAF-4.0,MAPE,50,0.1253
PyAF-4.0,MAPE,60,0.1573
PyAF-4.0,MAPE,70,0.1956
PyAF-4.0,MAPE,80,0.2525
PyAF-4.0,MAPE,90,0.4129
PyAF-4.0,MAPE,100,98791875.8366
PyAF-4.0,SMAPE,0,0.0052
PyAF-4.0,SMAPE,10,0.034
PyAF-4.0,SMAPE,20,0.0585
PyAF-4.0,SMAPE,30,0.0772
PyAF-4.0,SMAPE,40,0.0994
PyAF-4.0,SMAPE,50,0.1239
PyAF-4.0,SMAPE,60,0.1541
PyAF-4.0,SMAPE,70,0.1908
PyAF-4.0,SMAPE,80,0.2463
PyAF-4.0,SMAPE,90,0.3828
PyAF-4.0,SMAPE,100,1.9793
PyAF-4.0,TrainingTime,0,1.37
PyAF-4.0,TrainingTime,10,2.19
PyAF-4.0,TrainingTime,20,2.37
PyAF-4.0,TrainingTime,30,2.53
PyAF-4.0,TrainingTime,40,2.65
PyAF-4.0,TrainingTime,50,2.75
PyAF-4.0,TrainingTime,60,2.82
PyAF-4.0,TrainingTime,70,2.9
PyAF-4.0,TrainingTime,80,3.0
PyAF-4.0,TrainingTime,90,3.24
PyAF-4.0,TrainingTime,100,4.85
